source_pdf,source_page,source_table,manufacturer,category,series,base_model,variant_label,display_name,variant_source,part_number,msrp_usd_raw,resolution_raw,resolution_width,resolution_height,megapixels_calculated,megapixels_label_pdf,sensor_lens_hfov_raw,sensor_size_normalized,focal_length_min_mm,focal_length_max_mm,aperture_min_f,aperture_max_f,hfov_max_deg,hfov_min_deg,lens_variant_mm,frame_rate_variant_fps,max_fps_raw,optical_zoom_raw,min_illumination_raw,wdr_lightfinder_raw,optimized_ir_builtin_ir_raw,power_raw,io_ports_raw,audio_support_builtin_mic_raw,audio_support,builtin_mic,compute_capabilities_raw,included_video_analytics_raw,secure_boot_signed_video_secure_keystore_raw,sustainability_raw,special_features_raw,temperature_range_raw,sensitivity_raw,pan_tilt_raw,thermal_flag,radiometric_or_temperature_flag,raw_attribute_count,all_raw_pdf_fields_json
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,17,1,Axis,Axis modular cameras,AXIS F Series,AXIS F2137-RE,1.98 mm,F2137-RE 1.98 mm,part_number_variants,02869-001,$319.00 ,2592x1944 (5 MP),2592,1944,5.04,5 MP,"1/2.78""
1.98 mm, F2.0
185°",,1.98,1.98,2,2,,,1.98,,See AXIS F91XX Main Units,,0.25/-,Forensic WDR / √,- /-,-,-,- /-,no,no,,-,- / - / -,"PVC free, BFR/CFR free",IP66/IP67/IP6K9K,,,,no,,16,"{""Max. video resolution"": ""2592x1944 (5 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/2.78\""\n1.98 mm, F2.0\n185°"", ""Min. illumination (lux) Color/B&W"": ""0.25/-"", ""Max. frames per second"": ""See AXIS F91XX Main Units"", ""Audio support/ Built-in mic"": ""- /-"", ""Included video analytics (for Axis video analytics, see page 4)"": ""-"", ""Power"": ""-"", ""In-/output ports"": ""-"", ""WDR/Lightfinder"": ""Forensic WDR / √"", ""Zipstream/H.264/H.265"": ""- / - / -"", ""OptimizedIR/Built-in IR"": ""- /-"", ""Secure Boot/Signed video/Secure keystore"": ""- / - / -"", ""Sustainability"": ""PVC free, BFR/CFR free"", ""Special features"": ""IP66/IP67/IP6K9K"", ""Axis Part Number"": ""02869-001\n02869-021 (8 pcs)"", ""MSRP"": ""$319.00\n$2,549.00 (8 pcs)""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,17,1,Axis,Axis modular cameras,AXIS F Series,AXIS F4105-LRE,,F4105-LRE,part_number_variants,02364-021,$339.00 ,1920x1080 (2.1 MP),1920,1080,2.07,2.1 MP,"1/2.8""
2.8 mm, F1.6
110°",1/2.8,2.8,2.8,1.6,110,110,110,,,See AXIS F91XX Main Units,,0.3,Forensic WDR / √,- / √,-,-,- /-,no,no,,-,- / - / -,"PVC free, BFR/CFR free","Exchangable lenses
IP66/IP67/IP6K9K
IK10",,,,no,,16,"{""Max. video resolution"": ""1920x1080 (2.1 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/2.8\""\n2.8 mm, F1.6\n110°"", ""Min. illumination (lux) Color/B&W"": ""0.3"", ""Max. frames per second"": ""See AXIS F91XX Main Units"", ""Audio support/ Built-in mic"": ""- /-"", ""Included video analytics (for Axis video analytics, see page 4)"": ""-"", ""Power"": ""-"", ""In-/output ports"": ""-"", ""WDR/Lightfinder"": ""Forensic WDR / √"", ""Zipstream/H.264/H.265"": ""- / - / -"", ""OptimizedIR/Built-in IR"": ""- / √"", ""Secure Boot/Signed video/Secure keystore"": ""- / - / -"", ""Sustainability"": ""PVC free, BFR/CFR free"", ""Special features"": ""Exchangable lenses\nIP66/IP67/IP6K9K\nIK10"", ""Axis Part Number"": ""02364-001\n02364-021 (8 pcs)"", ""MSRP"": ""$339.00\n$2,709.00 (8 pcs)""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,17,1,Axis,Axis modular cameras,AXIS F Series,AXIS F4105-LRE,2.8 mm,F4105-LRE 2.8 mm,part_number_variants,02364-001,$339.00 ,1920x1080 (2.1 MP),1920,1080,2.07,2.1 MP,"1/2.8""
2.8 mm, F1.6
110°",,2.8,2.8,1.6,1.6,,,2.8,,See AXIS F91XX Main Units,,0.3,Forensic WDR / √,- / √,-,-,- /-,no,no,,-,- / - / -,"PVC free, BFR/CFR free","Exchangable lenses
IP66/IP67/IP6K9K
IK10",,,,no,,16,"{""Max. video resolution"": ""1920x1080 (2.1 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/2.8\""\n2.8 mm, F1.6\n110°"", ""Min. illumination (lux) Color/B&W"": ""0.3"", ""Max. frames per second"": ""See AXIS F91XX Main Units"", ""Audio support/ Built-in mic"": ""- /-"", ""Included video analytics (for Axis video analytics, see page 4)"": ""-"", ""Power"": ""-"", ""In-/output ports"": ""-"", ""WDR/Lightfinder"": ""Forensic WDR / √"", ""Zipstream/H.264/H.265"": ""- / - / -"", ""OptimizedIR/Built-in IR"": ""- / √"", ""Secure Boot/Signed video/Secure keystore"": ""- / - / -"", ""Sustainability"": ""PVC free, BFR/CFR free"", ""Special features"": ""Exchangable lenses\nIP66/IP67/IP6K9K\nIK10"", ""Axis Part Number"": ""02364-001\n02364-021 (8 pcs)"", ""MSRP"": ""$339.00\n$2,709.00 (8 pcs)""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,17,1,Axis,Axis modular cameras,AXIS F Series,AXIS F4105-SLRE,,F4105-SLRE,part_number_variants,02927-021,$529.00 ,1920x1080 (2.1 MP),1920,1080,2.07,2.1 MP,"1/2.8""
2.8 mm, F1.6
110°",1/2.8,2.8,2.8,1.6,110,110,110,,,See AXIS F91XX Main Units,,0.3,Forensic WDR / √,- / √,-,-,- /-,no,no,,-,- / - / -,"PVC free, BFR/CFR free","Exchangable lenses
IP66/IP67/IP69
NEMA 4X/NSF/ANSI
Standard 169, IK10",,,,no,,16,"{""Max. video resolution"": ""1920x1080 (2.1 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/2.8\""\n2.8 mm, F1.6\n110°"", ""Min. illumination (lux) Color/B&W"": ""0.3"", ""Max. frames per second"": ""See AXIS F91XX Main Units"", ""Audio support/ Built-in mic"": ""- /-"", ""Included video analytics (for Axis video analytics, see page 4)"": ""-"", ""Power"": ""-"", ""In-/output ports"": ""-"", ""WDR/Lightfinder"": ""Forensic WDR / √"", ""Zipstream/H.264/H.265"": ""- / - / -"", ""OptimizedIR/Built-in IR"": ""- / √"", ""Secure Boot/Signed video/Secure keystore"": ""- / - / -"", ""Sustainability"": ""PVC free, BFR/CFR free"", ""Special features"": ""Exchangable lenses\nIP66/IP67/IP69\nNEMA 4X/NSF/ANSI\nStandard 169, IK10"", ""Axis Part Number"": ""02927-001\n02927-021 (8 pcs)"", ""MSRP"": ""$529.00\n$4,229.00 (8 pcs)""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,17,1,Axis,Axis modular cameras,AXIS F Series,AXIS F4105-SLRE,2.8 mm,F4105-SLRE 2.8 mm,part_number_variants,02927-001,$529.00 ,1920x1080 (2.1 MP),1920,1080,2.07,2.1 MP,"1/2.8""
2.8 mm, F1.6
110°",,2.8,2.8,1.6,1.6,,,2.8,,See AXIS F91XX Main Units,,0.3,Forensic WDR / √,- / √,-,-,- /-,no,no,,-,- / - / -,"PVC free, BFR/CFR free","Exchangable lenses
IP66/IP67/IP69
NEMA 4X/NSF/ANSI
Standard 169, IK10",,,,no,,16,"{""Max. video resolution"": ""1920x1080 (2.1 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/2.8\""\n2.8 mm, F1.6\n110°"", ""Min. illumination (lux) Color/B&W"": ""0.3"", ""Max. frames per second"": ""See AXIS F91XX Main Units"", ""Audio support/ Built-in mic"": ""- /-"", ""Included video analytics (for Axis video analytics, see page 4)"": ""-"", ""Power"": ""-"", ""In-/output ports"": ""-"", ""WDR/Lightfinder"": ""Forensic WDR / √"", ""Zipstream/H.264/H.265"": ""- / - / -"", ""OptimizedIR/Built-in IR"": ""- / √"", ""Secure Boot/Signed video/Secure keystore"": ""- / - / -"", ""Sustainability"": ""PVC free, BFR/CFR free"", ""Special features"": ""Exchangable lenses\nIP66/IP67/IP69\nNEMA 4X/NSF/ANSI\nStandard 169, IK10"", ""Axis Part Number"": ""02927-001\n02927-021 (8 pcs)"", ""MSRP"": ""$529.00\n$4,229.00 (8 pcs)""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,17,1,Axis,Axis modular cameras,AXIS F Series,AXIS F4108,,F4108,part_number_variants,03055-021,$249.00 ,3840x2160 (8.3 MP),3840,2160,8.29,8.3 MP,"1/2.9”
4.3 mm, F1.8
107°",1/2.9,4.3,4.3,1.8,107,107,107,,,See AXIS F91XX Main Units,,0.5/-,Forensic WDR / √,- / -,-,-,- /-,no,no,,-,- / - / -,"PVC free, BFR/CFR free",IP42,,,,no,,16,"{""Max. video resolution"": ""3840x2160 (8.3 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/2.9”\n4.3 mm, F1.8\n107°"", ""Min. illumination (lux) Color/B&W"": ""0.5/-"", ""Max. frames per second"": ""See AXIS F91XX Main Units"", ""Audio support/ Built-in mic"": ""- /-"", ""Included video analytics (for Axis video analytics, see page 4)"": ""-"", ""Power"": ""-"", ""In-/output ports"": ""-"", ""WDR/Lightfinder"": ""Forensic WDR / √"", ""Zipstream/H.264/H.265"": ""- / - / -"", ""OptimizedIR/Built-in IR"": ""- / -"", ""Secure Boot/Signed video/Secure keystore"": ""- / - / -"", ""Sustainability"": ""PVC free, BFR/CFR free"", ""Special features"": ""IP42"", ""Axis Part Number"": ""03055-001\n03055-021 (8 pcs)"", ""MSRP"": ""$249.00\n$1,989.00 (8 pcs)""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,17,1,Axis,Axis modular cameras,AXIS F Series,AXIS F4108,4.3 mm,F4108 4.3 mm,part_number_variants,03055-001,$249.00 ,3840x2160 (8.3 MP),3840,2160,8.29,8.3 MP,"1/2.9”
4.3 mm, F1.8
107°",,4.3,4.3,1.8,1.8,,,4.3,,See AXIS F91XX Main Units,,0.5/-,Forensic WDR / √,- / -,-,-,- /-,no,no,,-,- / - / -,"PVC free, BFR/CFR free",IP42,,,,no,,16,"{""Max. video resolution"": ""3840x2160 (8.3 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/2.9”\n4.3 mm, F1.8\n107°"", ""Min. illumination (lux) Color/B&W"": ""0.5/-"", ""Max. frames per second"": ""See AXIS F91XX Main Units"", ""Audio support/ Built-in mic"": ""- /-"", ""Included video analytics (for Axis video analytics, see page 4)"": ""-"", ""Power"": ""-"", ""In-/output ports"": ""-"", ""WDR/Lightfinder"": ""Forensic WDR / √"", ""Zipstream/H.264/H.265"": ""- / - / -"", ""OptimizedIR/Built-in IR"": ""- / -"", ""Secure Boot/Signed video/Secure keystore"": ""- / - / -"", ""Sustainability"": ""PVC free, BFR/CFR free"", ""Special features"": ""IP42"", ""Axis Part Number"": ""03055-001\n03055-021 (8 pcs)"", ""MSRP"": ""$249.00\n$1,989.00 (8 pcs)""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,17,1,Axis,Axis modular cameras,AXIS F Series,AXIS F7225-RE,,F7225-RE,part_number_variants,02363-021,$269.00 ,1920x1080 (2.1 MP),1920,1080,2.07,2.1 MP,"1/2.8""
3.7mm F2.5
97°",1/2.8,3.7,3.7,2.5,97,97,97,,,See AXIS F91XX Main Units,,0.3/-,Forensic WDR / √,- / -,-,-,- /-,no,no,,-,- / - / -,"PVC free, BFR/CFR free",IP66/IP67,,,,no,,16,"{""Max. video resolution"": ""1920x1080 (2.1 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/2.8\""\n3.7mm F2.5\n97°"", ""Min. illumination (lux) Color/B&W"": ""0.3/-"", ""Max. frames per second"": ""See AXIS F91XX Main Units"", ""Audio support/ Built-in mic"": ""- /-"", ""Included video analytics (for Axis video analytics, see page 4)"": ""-"", ""Power"": ""-"", ""In-/output ports"": ""-"", ""WDR/Lightfinder"": ""Forensic WDR / √"", ""Zipstream/H.264/H.265"": ""- / - / -"", ""OptimizedIR/Built-in IR"": ""- / -"", ""Secure Boot/Signed video/Secure keystore"": ""- / - / -"", ""Sustainability"": ""PVC free, BFR/CFR free"", ""Special features"": ""IP66/IP67"", ""Axis Part Number"": ""02363-001\n02363-021 (8 pcs)"", ""MSRP"": ""$269.00\n$2,149.00 (8 pcs)""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,17,1,Axis,Axis modular cameras,AXIS F Series,AXIS F7225-RE,3.7 mm,F7225-RE 3.7 mm,part_number_variants,02363-001,$269.00 ,1920x1080 (2.1 MP),1920,1080,2.07,2.1 MP,"1/2.8""
3.7mm F2.5
97°",,3.7,3.7,2.5,2.5,,,3.7,,See AXIS F91XX Main Units,,0.3/-,Forensic WDR / √,- / -,-,-,- /-,no,no,,-,- / - / -,"PVC free, BFR/CFR free",IP66/IP67,,,,no,,16,"{""Max. video resolution"": ""1920x1080 (2.1 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/2.8\""\n3.7mm F2.5\n97°"", ""Min. illumination (lux) Color/B&W"": ""0.3/-"", ""Max. frames per second"": ""See AXIS F91XX Main Units"", ""Audio support/ Built-in mic"": ""- /-"", ""Included video analytics (for Axis video analytics, see page 4)"": ""-"", ""Power"": ""-"", ""In-/output ports"": ""-"", ""WDR/Lightfinder"": ""Forensic WDR / √"", ""Zipstream/H.264/H.265"": ""- / - / -"", ""OptimizedIR/Built-in IR"": ""- / -"", ""Secure Boot/Signed video/Secure keystore"": ""- / - / -"", ""Sustainability"": ""PVC free, BFR/CFR free"", ""Special features"": ""IP66/IP67"", ""Axis Part Number"": ""02363-001\n02363-021 (8 pcs)"", ""MSRP"": ""$269.00\n$2,149.00 (8 pcs)""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,16,2,Axis,Axis modular cameras,AXIS F Series,AXIS F9104-B Mk II,,F9104-B Mk II,single_model,03000-001,$569.00 ,3840x2160 4K,3840,2160,8.29,,-,,,,,,,,,,60,,-,Forensic WDR / -,- / -,"PoE Class 4, DC",0,- /-,no,no,,"AXIS Object Analytics
Active tampering alarm
AXIS Scene Metadata",,PVC free,"Quad view
Supports 4 sensor units",,,,no,,16,"{""Max. video resolution"": ""3840x2160 4K"", ""Sensor size/Lens/Horizontal field of view"": ""-"", ""Min. illumination (lux) Color/B&W"": ""-"", ""Max. frames per second"": ""60"", ""Audio support/ Built-in mic"": ""- /-"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics\nActive tampering alarm\nAXIS Scene Metadata"", ""Power"": ""PoE Class 4, DC"", ""In-/output ports"": ""0"", ""WDR/Lightfinder"": ""Forensic WDR / -"", ""Zipstream/H.264/H.265"": ""√ / √ / √"", ""OptimizedIR/Built-in IR"": ""- / -"", ""Secure Boot/ Signed video/ Secure keystore"": ""√ / - / √"", ""Sustainability"": ""PVC free"", ""Special features"": ""Quad view\nSupports 4 sensor units"", ""Axis Part Number"": ""03000-001"", ""MSRP"": ""$569.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,16,2,Axis,Axis modular cameras,AXIS F Series,AXIS F9111-R Mk II,,F9111-R Mk II,single_model,02998-001,$619.00 ,3840x2160 4K,3840,2160,8.29,,-,,,,,,,,,,180,,-,Forensic WDR / -,- / -,"PoE Class 4, DC",4,√ / -,yes,no,,"AXIS Object Analytics
Active tampering alarm
AXIS Scene Metadata",,PVC free,Ignition control,,,,no,,16,"{""Max. video resolution"": ""3840x2160 4K"", ""Sensor size/Lens/Horizontal field of view"": ""-"", ""Min. illumination (lux) Color/B&W"": ""-"", ""Max. frames per second"": ""180"", ""Audio support/ Built-in mic"": ""√ / -"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics\nActive tampering alarm\nAXIS Scene Metadata"", ""Power"": ""PoE Class 4, DC"", ""In-/output ports"": ""4"", ""WDR/Lightfinder"": ""Forensic WDR / -"", ""Zipstream/H.264/H.265"": ""√ / √ / √"", ""OptimizedIR/Built-in IR"": ""- / -"", ""Secure Boot/ Signed video/ Secure keystore"": ""√ / - / √"", ""Sustainability"": ""PVC free"", ""Special features"": ""Ignition control"", ""Axis Part Number"": ""02998-001"", ""MSRP"": ""$619.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,16,2,Axis,Axis modular cameras,AXIS F Series,AXIS F9114-B Mk II,,F9114-B Mk II,single_model,03001-001,$699.00 ,3840x2160 4K,3840,2160,8.29,,-,,,,,,,,,,60,,-,Forensic WDR / -,- / -,"PoE Class 4, DC",4,√ / -,yes,no,,"AXIS Object Analytics
Active tampering alarm
AXIS Scene Metadata",,PVC free,"Quad view
Supports 4 sensor units",,,,no,,16,"{""Max. video resolution"": ""3840x2160 4K"", ""Sensor size/Lens/Horizontal field of view"": ""-"", ""Min. illumination (lux) Color/B&W"": ""-"", ""Max. frames per second"": ""60"", ""Audio support/ Built-in mic"": ""√ / -"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics\nActive tampering alarm\nAXIS Scene Metadata"", ""Power"": ""PoE Class 4, DC"", ""In-/output ports"": ""4"", ""WDR/Lightfinder"": ""Forensic WDR / -"", ""Zipstream/H.264/H.265"": ""√ / √ / √"", ""OptimizedIR/Built-in IR"": ""- / -"", ""Secure Boot/ Signed video/ Secure keystore"": ""√ / - / √"", ""Sustainability"": ""PVC free"", ""Special features"": ""Quad view\nSupports 4 sensor units"", ""Axis Part Number"": ""03001-001"", ""MSRP"": ""$699.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,16,2,Axis,Axis modular cameras,AXIS F Series,AXIS F9114-R Mk II,,F9114-R Mk II,single_model,02999-001,$719.00 ,3840x2160 4K,3840,2160,8.29,,-,,,,,,,,,,60,,-,Forensic WDR / -,- / -,"PoE Class 4, DC",4,√ / -,yes,no,,"AXIS Object Analytics
Active tampering alarm
AXIS Scene Metadata",,PVC free,"Ignition control
Quad view
Supports 4 sensor units",,,,no,,16,"{""Max. video resolution"": ""3840x2160 4K"", ""Sensor size/Lens/Horizontal field of view"": ""-"", ""Min. illumination (lux) Color/B&W"": ""-"", ""Max. frames per second"": ""60"", ""Audio support/ Built-in mic"": ""√ / -"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics\nActive tampering alarm\nAXIS Scene Metadata"", ""Power"": ""PoE Class 4, DC"", ""In-/output ports"": ""4"", ""WDR/Lightfinder"": ""Forensic WDR / -"", ""Zipstream/H.264/H.265"": ""√ / √ / √"", ""OptimizedIR/Built-in IR"": ""- / -"", ""Secure Boot/ Signed video/ Secure keystore"": ""√ / - / √"", ""Sustainability"": ""PVC free"", ""Special features"": ""Ignition control\nQuad view\nSupports 4 sensor units"", ""Axis Part Number"": ""02999-001"", ""MSRP"": ""$719.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,18,1,Axis,Axis modular cameras,AXIS FA Series,AXIS FA11051,,FA11051,single_model,,$159.00 ,1920x1080 (2.1 MP),1920,1080,2.07,2.1 MP,"1/3”
2.8 mm, F2.0
111°",3-Jan,2.8,2.8,2,111,111,111,,,25/30,,0.2/-,Forensic WDR / -,- / -,-,-,- / -,no,no,,-,- / - / -,PVC free,Exchangable lenses,,,,no,,16,"{""Max. video resolution"": ""1920x1080 (2.1 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/3”\n2.8 mm, F2.0\n111°"", ""Min. illumination (lux) Color/B&W"": ""0.2/-"", ""Max. frames per second"": ""25/30"", ""Audio support/ Built-in mic"": ""- / -"", ""Included video analytics (for Axis video analytics, see page 4)"": ""-"", ""Power"": ""-"", ""In-/output ports"": ""-"", ""WDR/Lightfinder"": ""Forensic WDR / -"", ""Zipstream/H.264/H.265"": ""- / - / -"", ""OptimizedIR/Built-in IR"": ""- / -"", ""Secure Boot/ Signed video/Secure keystore"": ""- / - / -"", ""Sustainability"": ""PVC free"", ""Special features"": ""Exchangable lenses"", ""Axis Part Number"": ""0913-001"", ""MSRP"": ""$159.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,18,1,Axis,Axis modular cameras,AXIS FA Series,AXIS FA11251,,FA11251,single_model,,$169.00 ,1920x1080 (2.1 MP),1920,1080,2.07,2.1 MP,"1/3”
3.7 mm, F2.5
91°",3-Jan,3.7,3.7,2.5,91,91,91,,,25/30,,0.25/-,Forensic WDR / -,- / -,-,-,- / -,no,no,,-,- / - / -,PVC free,-,,,,no,,16,"{""Max. video resolution"": ""1920x1080 (2.1 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/3”\n3.7 mm, F2.5\n91°"", ""Min. illumination (lux) Color/B&W"": ""0.25/-"", ""Max. frames per second"": ""25/30"", ""Audio support/ Built-in mic"": ""- / -"", ""Included video analytics (for Axis video analytics, see page 4)"": ""-"", ""Power"": ""-"", ""In-/output ports"": ""-"", ""WDR/Lightfinder"": ""Forensic WDR / -"", ""Zipstream/H.264/H.265"": ""- / - / -"", ""OptimizedIR/Built-in IR"": ""- / -"", ""Secure Boot/ Signed video/Secure keystore"": ""- / - / -"", ""Sustainability"": ""PVC free"", ""Special features"": ""-"", ""Axis Part Number"": ""0914-001"", ""MSRP"": ""$169.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,18,1,Axis,Axis modular cameras,AXIS FA Series,AXIS FA3105-L1,,FA3105-L1,single_model,01026-001,$169.00 ,1920x1080 (2.1 MP),1920,1080,2.07,2.1 MP,"1/3”
3.13 mm, F2.0
103°",3-Jan,3.13,3.13,2,103,103,103,,,25/30,,0.2/ -,Forensic WDR / -,- / √,-,-,- / -,no,no,,-,- / - / -,PVC free,-,,,,no,,16,"{""Max. video resolution"": ""1920x1080 (2.1 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/3”\n3.13 mm, F2.0\n103°"", ""Min. illumination (lux) Color/B&W"": ""0.2/ -"", ""Max. frames per second"": ""25/30"", ""Audio support/ Built-in mic"": ""- / -"", ""Included video analytics (for Axis video analytics, see page 4)"": ""-"", ""Power"": ""-"", ""In-/output ports"": ""-"", ""WDR/Lightfinder"": ""Forensic WDR / -"", ""Zipstream/H.264/H.265"": ""- / - / -"", ""OptimizedIR/Built-in IR"": ""- / √"", ""Secure Boot/ Signed video/Secure keystore"": ""- / - / -"", ""Sustainability"": ""PVC free"", ""Special features"": ""-"", ""Axis Part Number"": ""01026-001"", ""MSRP"": ""$169.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,18,1,Axis,Axis modular cameras,AXIS FA Series,AXIS FA41151,,FA41151,single_model,01001-001,$199.00 ,1920x1080 (2.1 MP),1920,1080,2.07,2.1 MP,"1/3”
2.8 - 6.0 mm, F2.0
99° - 53°",3-Jan,2.8,6,2,99,99,53,,,25/30,,0.2/-,Forensic WDR / -,- / -,-,-,- / -,no,no,,-,- / - / -,PVC free,-,,,,no,,16,"{""Max. video resolution"": ""1920x1080 (2.1 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/3”\n2.8 - 6.0 mm, F2.0\n99° - 53°"", ""Min. illumination (lux) Color/B&W"": ""0.2/-"", ""Max. frames per second"": ""25/30"", ""Audio support/ Built-in mic"": ""- / -"", ""Included video analytics (for Axis video analytics, see page 4)"": ""-"", ""Power"": ""-"", ""In-/output ports"": ""-"", ""WDR/Lightfinder"": ""Forensic WDR / -"", ""Zipstream/H.264/H.265"": ""- / - / -"", ""OptimizedIR/Built-in IR"": ""- / -"", ""Secure Boot/ Signed video/Secure keystore"": ""- / - / -"", ""Sustainability"": ""PVC free"", ""Special features"": ""-"", ""Axis Part Number"": ""01001-001"", ""MSRP"": ""$199.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,18,1,Axis,Axis modular cameras,AXIS FA Series,AXIS FA51,,FA51,single_model,02196-001,$339.00 ,1920x1080 (2.1 MP),1920,1080,2.07,2.1 MP,-,,,,,,,,,,25/30,,-,Forensic WDR / -,- / -,PoE Class 3,2,- / -,no,no,,"AXIS Guard Suite
AXIS Video Motion Detection
AXIS Face Detector
Active tampering alarm",√ / - / √,"PVC free, BFR/CFR free","Barebone
Supports 1 sensor unit
Memory card slot
HDMI",,,,no,,16,"{""Max. video resolution"": ""1920x1080 (2.1 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""-"", ""Min. illumination (lux) Color/B&W"": ""-"", ""Max. frames per second"": ""25/30"", ""Audio support/ Built-in mic"": ""- / -"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Guard Suite\nAXIS Video Motion Detection\nAXIS Face Detector\nActive tampering alarm"", ""Power"": ""PoE Class 3"", ""In-/output ports"": ""2"", ""WDR/Lightfinder"": ""Forensic WDR / -"", ""Zipstream/H.264/H.265"": ""√ / √ / -"", ""OptimizedIR/Built-in IR"": ""- / -"", ""Secure Boot/ Signed video/Secure keystore"": ""√ / - / √"", ""Sustainability"": ""PVC free, BFR/CFR free"", ""Special features"": ""Barebone\nSupports 1 sensor unit\nMemory card slot\nHDMI"", ""Axis Part Number"": ""02196-001"", ""MSRP"": ""$339.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,18,1,Axis,Axis modular cameras,AXIS FA Series,AXIS FA51-B,,FA51-B,single_model,02196-041,"$2,999.00 (10 pcs)",1920x1080 (2.1 MP),1920,1080,2.07,2.1 MP,-,,,,,,,,,,25/30,,-,Forensic WDR / -,- / -,PoE Class 3,2,- / -,no,no,,"AXIS Guard Suite
AXIS Video Motion Detection
AXIS Face Detector
Active tampering alarm",√ / - / √,"PVC free, BFR/CFR free","Supports 1 sensor unit
Memory card slot
HDMI",,,,no,,16,"{""Max. video resolution"": ""1920x1080 (2.1 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""-"", ""Min. illumination (lux) Color/B&W"": ""-"", ""Max. frames per second"": ""25/30"", ""Audio support/ Built-in mic"": ""- / -"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Guard Suite\nAXIS Video Motion Detection\nAXIS Face Detector\nActive tampering alarm"", ""Power"": ""PoE Class 3"", ""In-/output ports"": ""2"", ""WDR/Lightfinder"": ""Forensic WDR / -"", ""Zipstream/H.264/H.265"": ""√ / √ / -"", ""OptimizedIR/Built-in IR"": ""- / -"", ""Secure Boot/ Signed video/Secure keystore"": ""√ / - / √"", ""Sustainability"": ""PVC free, BFR/CFR free"", ""Special features"": ""Supports 1 sensor unit\nMemory card slot\nHDMI"", ""Axis Part Number"": ""02196-041 (10 pcs)"", ""MSRP"": ""$2,999.00 (10 pcs)""}"
